book_id,book_title,book_author,publication_year,classification_level_1,classification_level_2,classification_level_3
4374,Before we are born : essentials of embryology and birth defects ,"Moore, Keith L.",2003,Technology,Medicine & health,Human physiology
4375,Beginning 3D game assets development pipeline : learn to integrate from Maya to Unity ,"Villanueva, Nova, author.",2022,The arts; fine & decorative arts,Recreational & performing arts,Indoor games of skill
4376,Beginning Adobe experience design : quickly design and prototype websites and mobile apps ,"Huddleston, Rob, author.",2017,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
4377,Beginning Ajax with PHP : from novice to professional ,"Babin, Lee.",2007,Technology,Management & auxiliary services,Office services
4378,Beginning Android 2 ,"Murphy, Mark L.",2010,"Computer science, information & general works","Computer science, knowledge & systems",Data processing & computer science
4379,Beginning AngularJS ,"Grant, Andrew (Web developer), author.",2014,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
4380,Beginning Apache Cassandra development ,"Mishra, Vivek, author.",2014,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4381,Beginning Apache Struts : from novice to professional ,"Doray, Arnold.",2006,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4382,Beginning Arduino ,"McRoberts, Michael (Business owner), author.",2013,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4383,Beginning Arduino programming,"Evans, Brian.",2011,Technology,Engineering & allied operations,Other branches of engineering
4384,Beginning ARKit for iPhone and iPad : augmented reality app development for iOS ,"Wang, Wally.",2018,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4385,Beginning artificial intelligence with the Raspberry Pi ,"Norris, Donald (Electrical engineer), author.",2017,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
4386,Beginning ASP.NET 3.5 in VB 2008 : from novice to professional ,"MacDonald, Matthew.",2007,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4387,Beginning ASP.NET MVC 4 ,"Paz, Jose? Rolando Guay, author.",2013,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4388,Beginning AutoCAD 2020 : exercise workbook ,"Shrock, Cheryl R. author.",2019,Technology,Engineering & allied operations,Engineering & allied operations
4389,"Beginning Bazel : building and testing for Java, Go, and more ","McNerney, P. J.",2020,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4390,Beginning C : from novice to professional ,"Horton, Ivor.",2006,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4391,Beginning C for Arduino : learn C programming for the Arduino and compatible microcontrollers ,"Purdum, Jack J. (Jack Jay)",2012,Technology,Engineering & allied operations,Other branches of engineering
4392,Beginning C++ compilers : an introductory guide to Microsoft C/C++ and MinGW compilers ,"Tuleuov, Berik I., author.",2024,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4393,"Beginning C++ game programming : learn to program with C++ by building fun games, Second edition ","Horton, John, author.",2019,The arts; fine & decorative arts,Recreational & performing arts,Indoor games of skill
4394,Beginning C++23 : from beginner to pro ,"Horton, Ivor, author.",2023,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4395,"Beginning data science in R : data analysis, visualization, and modelling for the data scientist ","Mailund, Thomas, author.",2017,"Computer science, information & general works","Computer science, knowledge & systems",Knowledge
4396,"Beginning database programming using ASP. NET Core 3 : with MVC, Razor Pages, Web API, JQuery, Angular, SQL Server, and NoSQL ","Joshi, Bipin, author.",2020,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4397,Beginning EJB in Java EE 8 : building applications with Enterprise JavaBeans ,"Wetherbee, Jonathan, author.",2018,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4398,Beginning Fedora Desktop ,"Petersen, Richard, 1949-",2013,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4399,Beginning GIMP : from novice to professional ,"Peck, Akkana.",2006,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
4400,Beginning Haskell : a project-based approach ,"Mena, Alejandro Serrano.",2014,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4401,Beginning HCL programming : using Hashicorp language for automation and configuration ,"Riti, Pierluigi, author.",2021,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4402,Beginning IntelliJ IDEA : Integrated Development Environment for Java programming ,"Hagos, Ted.",2022,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4403,Beginning iOS 5 development : exploring the iOS SDK ,"Mark, Dave, author.",2011,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4404,Beginning iOS social games ,"Richter, Kyle.",2013,The arts; fine & decorative arts,Recreational & performing arts,Indoor games of skill
4405,Beginning IoT projects : breadboard-less electronic projects ,"Bell, Charles.",2021,"Computer science, information & general works","Computer science, knowledge & systems",Data processing & computer science
4406,Beginning iPhone 4 development : exploring the iOS SDK ,"Mark, Dave, author.",2011,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4407,Beginning iPhone development : exploring the iOS SDK ,"Mark?, Dav?id, author.",2014,"Computer science, information & general works","Computer science, knowledge & systems",Data processing & computer science
4408,"Beginning Java 8 APIs, extensions and libraries : Swing, JavaFX, JavaScript, JDBC and network programming APIs ","Sharan, Kishori (Software engineer), author.",2014,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4409,Beginning Java EE 7 ,"Goncalves, Antonio, 1971- author.",2013,"Computer science, information & general works","Computer science, knowledge & systems",Data processing & computer science
4410,Beginning Java SE 6 platform from novice to professional ,"Friesen, Jeff",2007,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4411,Beginning Java with Websphere ,"Janson, Robert W.",2013,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4412,Beginning JavaScript ,"Wilton, Paul, 1959-",2000,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4413,"Beginning JavaScript Charts : With jqPlot, D3, and Highcharts ","Nelli, Fabio, author.",2013,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4414,Beginning Joomla! ,"Rahmel, Dan.",2009,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
4415,Beginning jQuery ,"Franklin, Jack, 1992-",2013,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4416,"Beginning Kubernetes on the Google Cloud Platform : a Guide to Automating Application Deployment, Scaling, and Management ","Garbarino, Ernesto, author.",2019,"Computer science, information & general works","Computer science, knowledge & systems",Data processing & computer science
4417,Beginning Lua with World of Warcraft addons ,"Emmerich, Paul.",2009,The arts; fine & decorative arts,Recreational & performing arts,Indoor games of skill
4418,Beginning MAC OS X Snow Leopard server : From solo install to Enterprise integration ,"Edge, Charles S., Jr.",2010,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4419,"Beginning Mathematica and Wolfram for data science : applications in data analysis, machine learning, and neural networks ","Villalobos Alva, Jalil.",2021,Natural Sciences and Mathemetics,Mathematics,Mathematics
4420,"Beginning MLOps with MLFlow : deploy models in AWS SageMaker, Google Cloud, and Microsoft Azure ","Alla, Sridhar, author.",2021,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
4421,Beginning modern Unix : learn to live comfortably in a modern Unix environment ,"Jain, Manish, author.",2018,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4422,Beginning Neo4j ,"Kemper, Chris, author.",2015,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4423,Beginning photo retouching and restoration using GIMP ,"Whitt, Phillip (Digital image editor), author.",2014,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
4424,Beginning PHP and MySQL : from novice to professional ,"Kromann, Frank M., author.",2018,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4425,Beginning PL/SQL : from novice to professional ,"Bales, Donald.",2007,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4426,Beginning Power Apps : the non-developer's guide to building business mobile applications ,"Leung, Tim, author.",2021,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4427,Beginning Psychology ,"London, Perry.",1978,Philosophy & psychology,Psychology,Psychology
4428,Beginning R : an introduction to statistical programming ,"Pace, Larry, 1948-",2012,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4429,Beginning reflective practice ,"Jasper, Melanie.",2013,Technology,Medicine & health,Medicine & health
4430,Beginning Research : 2B ,Open University. Research Methods in Education and the Social Sciences Course Team.,1979,Social sciences,"Social sciences, sociology & anthropology",Social sciences
4431,Beginning Ruby : from novice to professional ,"Cooper, Peter.",2009,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4432,Beginning Salesforce DX : versatile and resilient salesforce application development ,"Harris, Ivan, author.",2022,Technology,Management & auxiliary services,General management
4433,Beginning Scala 3 : a functional and object-oriented Java language ,"Pollak, David author. (David P.),",2022,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4434,"Beginning security with Microsoft technologies : protecting Office 365, devices, and data ","Lakshmi, Vasantha.",2019,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4435,"Beginning serverless computing : developing with Amazon Web Services, Microsoft Azure, and Google Cloud ","Stigler, Maddie.",2018,"Computer science, information & general works","Computer science, knowledge & systems",Data processing & computer science
4436,Beginning Silverlight 4 in C? ,"Lair, Robert.",2010,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
4437,"Beginning smartphone web development : building JavaScript, CSS, HTML and Ajax-based applications for iPhone, Android, Palm Pre, Blackberry, Windows Mobile and Nokia S60 ","Frederick, Gail Rahn.",2009,Technology,Engineering & allied operations,Applied physics
4438,Beginning spatial with SQL server 2008 ,"Aitchison, Alastair.",2009,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4439,Beginning SQL queries : from novice to professional ,"Churcher, Clare.",2008,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4440,Beginning SQL server reporting services ,"Kellenberger, Kathi, author.",2016,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4441,Beginning Swift games development for iOS ,"Goodwill, James, author.",2015,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4442,Beginning Ubuntu Linux ,"Thomas, Keir.",2007,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4443,Beginning Unreal game development : foundation for simple to complex games using Unreal Engine 4 ,"Nixon, David.",2020,The arts; fine & decorative arts,Recreational & performing arts,Indoor games of skill
4444,Beginning visual studio for Mac : build cross-platform apps with Xamarin and .NET Core ,"Del Sole, Alessandro, author.",2017,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4445,Beginning Windows 10 : do more with your PC ,"Halsey, Mike, author.",2015,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4446,Beginning Windows 8 data development : using C? and JavaScript ,"Kumar, Vinodh, author.",2013,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4447,Beginning Windows mixed reality programming : for HoloLens and mixed reality headsets ,"Ong, Sean, author.",2021,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
4448,Behavior and Design of Trapezoidally Corrugated Web Girders for Bridge Construction Recent Advances.,"Hassanein, Mostafa Fahmi.",2022,Technology,Engineering & allied operations,Civil engineering
4449,Behavior disorders of childhood ,"Wicks-Nelson, Rita.",1984,Technology,Medicine & health,"Gynecology, obstetrics, pediatrics & geriatrics"
4450,"Behavior in foreign languages : experimental evidence on creativity, cooperation, and culture-related effects ","Nothelfer, Stefan, author.",2020,Language,Language,Philosophy & theory
4451,Behavioral consultation and primary care : a guide to integrating services ,"Robinson, Patricia J.",2007,Social sciences,Social problems & services; associations,Social welfare problems & services
4452,Behavioral decision theory : psychological and mathematical descriptions of human choice behavior ,"Takemura, Kazuhisa, 1960-",2021,Philosophy & psychology,Psychology,Mental processes & intelligence
4453,Behavioral economics : toward a new economics by integration with traditional economics ,"Ogaki, Masao, 1958- author.",2017,Social sciences,Economics,Economics
4454,Behavioral economics and finance leadership : nudging and winking to make better choices ,"Puaschunder, Julia M., author.",2020,Social sciences,Economics,Economics
4455,Behavioral finance and capital markets how psychology influences investors and corporations ,"Szyszka, Adam.",2013,Social sciences,Economics,Financial economics
4456,Behavioral flexibility in primates : causes and consequences ,"Jones, Clara B.",2005,Natural Sciences and Mathemetics,Animals (Zoology),Mammals
4457,Behavioral medicine : an evidence-based biobehavioral approach ,"Gidron, Yori, author.",2019,Technology,Medicine & health,Diseases
4458,Behavioral program synthesis with genetic programming ,"Krawiec, Krzysztof, author.",2015,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
4459,Behavioral supply chain contracting : decision biases in behavioral operations management ,"Becker-Peth, Michael, author.",2012,Technology,Management & auxiliary services,General management
4460,Behaviour modification with the severely and profoundly retarded : research and application ,"Whitman, Thomas L.",1983,Technology,Medicine & health,Diseases
4461,Behaviour of enzyme systems ,"Reiner, John M.",1969,Natural Sciences and Mathemetics,Life sciences; biology,Biochemistry
4462,Behaviour self!! ,"Hingsburger, David, 1952-",1996,Social sciences,Social problems & services; associations,Social welfare problems & services
4463,Behavioural and social rehabilitation and training ,"Brown, Roy I.",1993,Social sciences,Social problems & services; associations,Social welfare problems & services
4464,Behavioural and supervisory studies for hotel and catering operations ,"Gale, Ken.",1990,Technology,Home & family management,Management of public households
4465,Behavioural ecology of western Palearctic falcons ,"Leonardi, Giovanni (Ornithologist), author.",2020,Natural Sciences and Mathemetics,Animals (Zoology),Birds
4466,Behavioural economics of climate change : new empirical perspectives ,"Udalov, Vladimir, author.",2019,Social sciences,Economics,Economics of land & energy
4467,Behavioural languages.,"Institute of Electrical and Electronics Engineers, author, issuing body.",2009,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4468,Behavioural social work : an introduction ,"Hudson, Barbara L.",1986,Social sciences,Social problems & services; associations,Social problems & social welfare in general
4469,Behind the mask the cultural definition of the legal subject in colonial Bengal 1775-1911 ,"Mukhopadhyay, Anindita.",2006,Social sciences,Law,Law
4470,Behind the scenes at the WTO : the real world of international trade negotiations : lessons of Cancun ,"Jawara, Fatoumata, 1970-",2004,Social sciences,"Commerce, communications & transportation",International commerce
4471,Behind the scenes in advertising ,"Blake, Justin.",1991,Technology,Management & auxiliary services,Advertising & public relations
4472,Behnisch & partners : 50 years of architecture ,"Gauzin-Mu?ller, Dominique.",1997,The arts; fine & decorative arts,Architecture,Architecture
4473,Being a nursing assistant ,"Schniedman, Rose B.",1989,Technology,Medicine & health,Medicine & health
4474,Being a solo librarian in healthcare : pivoting for 21st century healthcare information delivery ,"Burns, Elizabeth, author.",2015,"Computer science, information & general works",Library & information sciences,General libraries
4475,Being a sport psychologist ,"Keegan, Richard (Sport psychologist), author.",2016,The arts; fine & decorative arts,Recreational & performing arts,Athletic & outdoor sports & games
4476,Being an e-learner in health and social care a student's guide ,"Santy-Tomlinson, Julie, 1961-",2007,Social sciences,Education,Higher education
4477,Being apart from reasons : the role of reasons in public and private moral decision-making ,"Michelon, Cla?udio.",2006,Philosophy & psychology,Ethics,Ethics
4478,Being as relation in Luce Irigaray ,"Jones, Emma R., author.",2023,Philosophy & psychology,Metaphysics,Ontology
4479,Being brains : making the cerebral subject ,"Vidal, Fernando, author.",2018,Philosophy & psychology,"Epistemology, causation & humankind",Humankind
4480,Being Christian in Vandal Africa : the politics of orthodoxy in the post-imperial West ,"Whelan, Robin, 1988- author.",2018,Religion,History of Christianity & Christian church,History of Christianity in Africa
4481,Being feared : the micro-dynamics of fear and insecurity ,"Ellis, Ben, author.",2020,Social sciences,Social problems & services; associations,Social welfare problems & services
4482,Being for beauty : aesthetic agency and value ,"Lopes, Dominic author.",2018,Philosophy & psychology,Metaphysics,Ontology
4483,Being for evaluating the semantic program of expressivism ,"Schroeder, Mark Andrew, 1977-",2008,Philosophy & psychology,"Epistemology, causation & humankind",Epistemology
4484,"Being human ethics, environment, and our place in the world ","Peterson, Anna Lisa, 1963-",2001,Philosophy & psychology,Ethics,Other ethical norms
4485,Being me and also us : lessons from the Peckham experiment ,"Stallibrass, Alison.",1989,Technology,Medicine & health,Personal health & safety
4486,Belfast punk and the Troubles : an oral history ,"Roulston, Fearghus, author.",2022,The arts; fine & decorative arts,Music,General principles & musical forms
4487,Belief ,"Vattimo, Gianni.",1999,Religion,Christianity & Christian theology,God
4488,Belief and counterfactuals : a study in means-end philosophy ,"Huber, Franz, 1977- author.",2021,Philosophy & psychology,"Epistemology, causation & humankind",Epistemology
4489,"Belief functions : theory and applications : third international conference, BELIEF 2014, Oxford, UK, September 26-28, 2014. Proceedings ","International Conference on Belief Functions Oxford, England) 2014 : (3rd :",2014,Technology,Management & auxiliary services,General management
4490,"Believe not every spirit possession, mysticism, & discernment in early modern Catholicism ","Sluhovsky, Moshe, 1958-",2007,Religion,Christianity & Christian theology,Spiritual beings
4491,Believing in Dawkins : the new spiritual atheism ,"Steinhart, Eric, author.",2020,Religion,Philosophy & theory of religion,Concepts of God
4492,"Belly dance, pilgrimage and identity ","Sellers-Young, Barbara.",2016,The arts; fine & decorative arts,Recreational & performing arts,Indoor games & amusements
4493,BEM-based finite element approaches on polytopal meshes ,"Weisser, Steffen, author.",2019,Natural Sciences and Mathemetics,Mathematics,Analysis
4494,Ben Ali's Tunisia : power and contention in an authoritarian regime ,"Wolf, Anne author. (Anne M.),",2023,History & geography,History of Africa,Tunisia & Libya
4495,Ben Nicholson ,"Lynton, Norbert.",1998,The arts; fine & decorative arts,Painting & paintings,"Historical, geographic & persons treatment"
4496,"Ben Nicholson : the years of experiment 1919-39, [catalogue of] an exhibition organised by Kettle's Yard Gallery and toured by the Arts Council of Great Britain ","Lewison, Jeremy.",1983,The arts; fine & decorative arts,Painting & paintings,"Historical, geographic & persons treatment"
4497,Ben Shahn.,"Shahn, Ben, 1898-1969.",1974,The arts; fine & decorative arts,Painting & paintings,"Historical, geographic & persons treatment"
4498,Benchmarking transaction and analytical processing systems : the creation of a mixed workload benchmark and its application ,"Bog, Anja.",2014,Technology,Management & auxiliary services,General management
4499,"Benchmarking with DEA, SFA, and R ","Bogetoft, Peter.",2011,Technology,Management & auxiliary services,General management
4500,"Benchmarking, measuring, and optimizing : 15th BenchCouncil International Symposium, Bench 2023, Sanya, China, December 3-5, 2023 : revised selected papers ","International Symposium on Benchmarking, Measuring, and Optimizing Sanya, China). 2023 : (15th :",2024,"Computer science, information & general works","Computer science, knowledge & systems",Data processing & computer science
4501,Beneath the miracle : labor subordination in the new Asian industrialism ,"Deyo, Frederic C.",1989,Social sciences,Economics,Economics
4502,Beneficial effects of fish oil on human brain ,"Farooqui, Akhlaq A.",2009,Technology,Medicine & health,Human physiology
4503,Benefit or burden? : the objectives and impact of child support ,"Henwood, Melanie.",1986,Social sciences,Social problems & services; associations,Insurance
4504,"Benetton : the family, the business and the brand ","Mantle, Jonathan.",1999,Social sciences,Economics,Production
4505,Benign and malignant bone diseases.,"McKillop, James H. MACKILLOP M'KILLOP",1991,Technology,Medicine & health,Diseases
4506,"Benin : royal art of Africa from the Museum fur Volkerkunde, Vienna ","Duchateau, Armand.",1994,The arts; fine & decorative arts,Arts,"Historical, geographic & persons treatment"
4507,Benjamin Franklin and the ends of empire ,"Mulford, Carla, 1955- author.",2015,History & geography,History of North America,United States
4508,Bentonite handbook : lubrication for pipe jacking ,"Praetorius, Steffen, author.",2017,Technology,Engineering & allied operations,Mining & related operations
4509,Bereavement ,"Bryan, Elizabeth M.",1997,Technology,Medicine & health,"Gynecology, obstetrics, pediatrics & geriatrics"
4510,Bereavement : a guide for nurses ,"Penson, Jenny.",1990,Social sciences,"Social sciences, sociology & anthropology",Culture & institutions
4511,Bereavement : a management checklist.,"Faulkner, Ann.",1996,Philosophy & psychology,Psychology,Differential & developmental psychology
4512,Bereavement : studies of grief in adult life ,"Parkes, Colin Murray.",1986,Social sciences,"Social sciences, sociology & anthropology",Culture & institutions
4513,Bereavement and grief : supporting older people through loss ,"Scrutton, Steve.",1995,Social sciences,Social problems & services; associations,Social welfare problems & services
4514,"Beriberi, white rice, and vitamin B : a disease, a cause, and a cure ","Carpenter, Kenneth J. 1923-2016. (Kenneth John),",2000,Technology,Medicine & health,Diseases
4515,"Berlin electropolis shock, nerves, and German modernity ","Killen, Andreas.",2006,Social sciences,Social problems & services; associations,Social welfare problems & services
4516,Berlin: a photographic portrait of the Weimar years : 1918-1933 ,"Friedrich, Thomas.",1991,History & geography,History of Europe,Central Europe; Germany
4517,"Bernard Shaw : reimagining women and Ireland, 1892-1914 ","McNamara, Audrey, author.",2023,Literature & rhetoric,English & Old English literatures,English drama
4518,Bernard Shaw and modern advertising : prophet motives ,"Wixson, Christopher, author.",2018,Literature & rhetoric,English & Old English literatures,English drama
4519,"Bernd und Hilla Becher : Fotografien 1957 bis 1975, [catalogue of an exhibition held] 7Nov-7Dec 1975 [at] Rheinisches Landesmuseum Bonn ",Rheinisches Landesmuseum.,1975,The arts; fine & decorative arts,"Photography, photographs & computer art",Photographs
4520,Bernhard Prinz : catalogue of an exhibition held at the Serpentine Gallery 10 Sep-9 Oct 1988 ,Serpentine Gallery.,1988,The arts; fine & decorative arts,"Photography, photographs & computer art","Photography, photographs & computer art"
4521,Beryl Cook's London.,"Cook, Beryl.",1988,The arts; fine & decorative arts,Painting & paintings,"Historical, geographic & persons treatment"
4522,Beschreibung der bildwerke der christlichen epochen : zweite auflage; die elfenbeinbildwerke; 45 lichtdrucktafeln ,Konigliche Museen zu Berlin.,1902,The arts; fine & decorative arts,Arts,"Galleries, museums & private collections"
4523,Best ads : fantasy in advertising ,"Saunders, Dave.",1997,The arts; fine & decorative arts,Drawing & decorative arts,Drawing & drawings
4524,"Best designed wellness hotels : Western and Central Europe, Alps, Mediterranean ","Kunz, Martin Nicholas.",2003,The arts; fine & decorative arts,Architecture,Residential & related buildings
4525,Best practice in data collection report of a benchmarking exercise for Leicestershire Library Services and Warwickshire Library and Information Service ,"Greenwood, Helen.",2006,"Computer science, information & general works",Library & information sciences,Library & information sciences
4526,Best practice occupational therapy : in community service with children and families ,"Dunn, Winnie, 1950-",2000,Technology,Medicine & health,Pharmacology & therapeutics
4527,"Best practices for the knowledge society : knowledge, learning, development and technology for all : second World Summit on the Knowledge Society, WSKS 2009, Chania, Crete, Greece, September 16-18, 2009 : proceedings ","World Summit on the Knowledge Society Chania, Greece) 2009 : (2nd :",2009,"Computer science, information & general works",Library & information sciences,Library operations
4528,Best practices in reengineering : what works and what doesn't in the reengineering process ,"Carr, David K.",1995,Technology,Management & auxiliary services,General management
4529,Best practices in the wood and paper industries ,"Cheremisinoff, Nicholas P.",2010,Technology,Manufacturing,"Lumber processing, wood products & cork"
4530,Bestiarium Judaicum : unnatural histories of the Jews ,"Geller, Jay, 1953- author.",2018,Social sciences,"Social sciences, sociology & anthropology",Social groups
4531,Bethlem Royal and Maudsley Hospital manual of clinical psychiatric nursing principles and procedures ,"Ritter, Susan.",1989,Technology,Medicine & health,Diseases
4532,Betrayal of trust : the collapse of global public health ,"Garrett, Laurie.",2002,Social sciences,Social problems & services; associations,Social welfare problems & services
4533,Better business decisions using cost modeling ,"Sower, Victor E. author.",2015,Technology,Management & auxiliary services,General management
4534,Better lives for disabled women ,"Campling, Jo.",1979,Social sciences,Social problems & services; associations,Social welfare problems & services
4535,Betting against the crowd : a complex systems approach ,"Neuman, Yair, 1968- author.",2024,Social sciences,"Social sciences, sociology & anthropology",Social interaction
4536,Between art and science : essays in psychotherapy and psychiatry ,"Holmes, Jeremy.",1993,Technology,Medicine & health,Diseases
4537,Between certainty and uncertainty : statistics and probability in five units with notes on historical origins and illustrative numerical examples ,"Laudan?ski, Ludomir M.",2013,Natural Sciences and Mathemetics,Mathematics,Probabilities & applied mathematics
4538,"Between empires Arabs, Romans, and Sasanians in late antiquity ","Fisher, Greg, 1976-",2011,History & geography,History of ancient world to ca. 499,Mesopotamia & Iranian Plateau to 637
4539,Between growth and security Swedish social democracy from a strong society to a third way ,"Andersson, Jenny, 1974-",2006,Social sciences,Economics,Economics
4540,Between Iran and Zion : Jewish histories of twentieth-century Iran ,"Sternfeld, Lior B., 1979- author.",2019,Social sciences,"Social sciences, sociology & anthropology",Social groups
4541,Between medieval men male friendship and desire in early medieval English literature ,"Clark, David, 1977-",2009,Literature & rhetoric,English & Old English literatures,English & Old English literatures
4542,Between MITI and the market : Japanese industrial policy for high technology ,"Okimoto, Daniel I., 1942-",1989,Social sciences,Economics,Production
4543,Between Trauma and the Sacred : the Cultural Shaping of Remitting-Relapsing Psychosis in Post-Conflict Timor-Leste ,"Rodger, James, author.",2016,Social sciences,"Social sciences, sociology & anthropology",Sociology & anthropology
4544,Between trauma and the sacred : the cultural shaping of remitting-relapsing psychosis in post-conflict Timor-Leste ,"Rodger, James, author.",2016,Technology,Medicine & health,Diseases
4545,Between Two Worlds.,"Bunge, Mario.",2016,Philosophy & psychology,Philosophy,Philosophy & psychology
4546,Between worlds : Mina Loy's aesthetic itineraries ,"Bozhkova, Yasna, author.",2022,Literature & rhetoric,American literature in English,American poetry in English
4547,Beverage sales and service ,"Julyan, Brian K.",1991,Technology,Home & family management,Food & drink
4548,Beyond adversary democracy ,"Mansbridge, Jane J.",1983,Social sciences,Political science,Civil & political rights
4549,"Beyond basic statistics : tips, tricks, and techniques every data analyst should know ","Jarman, Kristin H.",2015,"Computer science, information & general works","Computer science, knowledge & systems",Knowledge
4550,Beyond Bawa ,"Robson, David G.",2007,The arts; fine & decorative arts,Architecture,Architecture
4551,Beyond boom and crash ,"Heilbroner, Robert L.",1979,Social sciences,Economics,Production
4552,Beyond borders : Indo-Sasanian trade and its central Indian connections (circa CE 300-700) ,"Kumar, Ashish, author.",2023,Social sciences,"Commerce, communications & transportation",International commerce
4553,Beyond brushtalk Sino-Japanese literary exchange in the interwar period ,"Keaveney, Christopher T.",2009,Literature & rhetoric,Literatures of other languages,Literatures of East & Southeast Asia
4554,Beyond craft : the art fabric ,"Constantine, Mildred.",1974,The arts; fine & decorative arts,Drawing & decorative arts,Textile arts
4555,"Beyond databases, architectures and structures : facing the challenges of data proliferation and growing variety : 14th International Conference, BDAS 2018, held at the 24th IFIP World Computer Congress, WCC 2018, Poznan, Poland, September 18-20, 2018, Proceedings ","BDAS (Conference) Poznan, Poland) 2018 : (14th :",2018,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4556,Beyond decommissioning : the reuse and redevelopment of nuclear installations ,"Laraia, M. author.",2019,Technology,Engineering & allied operations,Applied physics
4557,Beyond evidence based policy in public health The interplay of ideas ,"Smith, Katherine.",2013,Social sciences,Social problems & services; associations,Social welfare problems & services
4558,Beyond fear : thinking sensibly about security in an uncertain world ,"Schneier, Bruce, 1963-",2003,Social sciences,Social problems & services; associations,Other social problems & services
4559,Beyond GDP : national accounting in the age of resource depletion ,"Heun, Matthew Kuperus, author.",2015,Social sciences,Economics,Economics
4560,Beyond grief : a guide to recovering from the death of a loved one ,"Staudacher, Carol.",1987,Philosophy & psychology,Psychology,Differential & developmental psychology
4561,Beyond help? : improving service provision for street homeless people with mental health and alcohol or drug dependency problems ,"O'Leary, Jenny.",1997,Social sciences,Social problems & services; associations,Other social problems & services
4562,"Beyond individual differences : organizing processes, information overload, and classroom learning ","Ahern, Charles A.",2011,Social sciences,Education,Education
4563,Beyond IPM : introduction to the theory of holistic pest management ,"Barrera, Juan F.",2020,Technology,Agriculture & related technologies,"Plant injuries, diseases & pests"
4564,"Beyond knowledge management : dialogue, creativity and the corporate curriculum ","Garvey, Bob.",2002,Technology,Management & auxiliary services,General management
